Unnamed: 0,Canal_id,year,Canal_name,Sample_water_point,TEMP. (oC),  pH,DO (mg/l),H2S (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),TKN (mg/l),NH3N (mg/l),NO2 (mg/l),NO3 (mg/l),T-P (mg/l),T.Coliform (col/100ml),Sample_water_point (EN),Canal_name (EN),Latitude,Longitude
463,631.0,2562,คลองต้นไทร,ถ. เจริญนคร 17,28.5,7.28,1.03,0.03,11.17,61.83,12.92,6.63,4.64,0.22,1.79,0.75,2070000000000.0,Charoen Nakhon Rd. 17,Khlong Ton Sai,13.7204583,100.5045283
464,641.0,2562,คลองวัดทองเพลง,วัดทองเพลง,28.5,7.26,2.07,0.03,11.25,62.0,19.0,7.48,3.76,0.28,2.05,0.87,624000000000.0,Wat Thong Phleng,Khlong Wat Thong Phleng,13.72526047413960,100.50517087985000
465,642.0,2562,คลองวัดทองเพลง,ถนนเจริญนคร,28.5,7.27,2.02,0.03,11.17,60.83,16.83,7.94,4.14,0.31,2.19,1.45,480000000000.0,Charoen Nakhon Road,Khlong Wat Thong Phleng,13.72526047413960,100.50517087985000
466,651.0,2562,คลองหัวลำโพง,หน้าเขตคลองเตย,29.0,7.18,0.0,1.05,32.08,87.25,28.58,17.33,10.98,0.05,2.28,1.85,5550000000000000.0,In front of Khlong Toei District,Khlong Hua Lamphong,13.713108222328600,100.5749177840610
467,661.0,2562,คลองกรวย,ซ. เจริญกรุง 71,29.0,6.98,1.23,0.08,17.75,75.17,22.42,11.58,5.78,0.31,1.93,1.35,2420000000000000.0,Soi Charoen Krung 71,Khlong Kruai,13.71105478898720,100.51057841213100
468,671.0,2562,คลองด่าน,ถนนเทอดไทย,28.75,6.98,2.26,0.0,5.42,47.42,15.92,5.42,1.87,0.19,1.61,0.56,26200000000.0,Theot Thai Road,Khlong Dan,13.5225946,100.8301161
469,672.0,2562,คลองด่าน,ท่าน้ำวัดนางนองวรวิหาร (ถ.วุฒากาศ),28.75,7.07,2.19,0.0,5.42,47.42,13.75,3.64,1.53,0.21,1.38,0.59,46700000000.0,Wat Nang Nong Worawihan Pier (Wutthakat Road),Khlong Dan,13.5225946,100.8301161
470,691.0,2562,คลองลาดยาว,ถนนวิภาวดีรังสิต,29.25,7.16,0.19,0.65,37.42,105.33,15.33,18.3,11.67,0.01,2.14,1.77,2E+121,Vibhavadi Rangsit Road,Khlong Lat Yao,13.858551704775200,100.5864740188840
471,692.0,2562,คลองลาดยาว,ถนนรัชดาภิเษก,29.25,7.2,0.45,0.26,24.58,80.25,16.25,15.67,9.21,0.0,1.78,1.16,1.38E+16,Ratchadaphisek Road,Khlong Lat Yao,13.858551704775200,100.5864740188840
472,701.0,2562,คลองพญาเวิก,ถนนลาดพร้าว (ซอยลาดพร้าว 5/1),29.25,7.25,0.38,0.4,20.83,73.5,9.83,15.69,10.88,0.04,1.59,1.18,112000000000000.0,Lat Phrao Road (Soi Lat Phrao 5/1),Khlong Phaya Wek,13.80361460758830,100.56738717237300
473,711.0,2562,คลองน้ำแก้ว,ถนนลาดพร้าว (ซอยลาดพร้าว 35),29.25,7.33,0.96,0.33,15.75,61.83,11.25,13.16,7.47,0.03,1.3,1.08,301000000000000.0,Lat Phrao Road (Soi Lat Phrao 35),Khlong Nam Kaew,13.802510539676900,100.58137533979400
474,712.0,2562,คลองน้ำแก้ว,ถนนรัชดาภิเษก,29.25,7.34,1.49,0.21,20.42,77.92,15.75,11.9,6.41,0.02,1.5,1.31,6100000000000.0,Ratchadaphisek Road,Khlong Nam Kaew,13.802510539676900,100.58137533979400
475,721.0,2562,คลองสวนหลวง 1,ถนนพระราม 1 (แยกเจริญผล),28.5,7.12,0.0,0.64,52.5,126.5,32.83,24.49,16.2,0.0,2.68,2.24,2.87E+17,Rama 1 Road (Charoen Phon Intersection),Khlong Suan Luang 1,13.737177959778300,100.60592027914000
476,722.0,2562,คลองสวนหลวง 1,ถนนเจริญเมือง,28.5,7.11,0.17,0.41,43.83,113.08,19.5,22.97,15.18,0.0,2.58,1.92,4.25E+17,Charoen Mueang Road,Khlong Suan Luang 1,13.737177959778300,100.60592027914000
477,741.0,2562,คลองบางกระบือ,ถนนสามเสน (บริษัท บุญรอด บิวเวอรี่),29.42,7.23,2.71,0.01,8.08,57.25,42.08,5.83,2.85,0.28,2.68,1.02,39500000000000.0,Samsen Road (Boon Rawd Brewery Company),Bang Krabue Canal,,
478,751.0,2562,คลองนาซอง,ถนนประชาสงเคราะห์ (ซอยพาณิชจำนงค์),29.08,7.24,0.07,0.75,41.42,109.58,17.5,19.18,13.51,0.05,2.28,1.88,4710000000000000.0,Pracha Songkhro Road (Soi Phanitchamnong),Na Song Canal,,
479,752.0,2562,คลองนาซอง,ถนนพระราม 9 (สถานีสูบน้ำนาซอง),29.08,7.2,0.05,1.55,41.25,108.92,13.5,20.06,15.36,0.05,2.36,1.51,1.01E+16,Rama 9 Road (Nasong Pumping Station),Na Song Canal,,
480,761.0,2562,คลองบางสะแก,ถนนเทอดไทย (สะพานเทศบาล 11),28.75,7.12,0.6,0.28,17.58,73.83,7.83,6.67,3.19,0.02,1.11,0.74,408000000000000.0,Thet Thai Road (Thetsaban Bridge 11),Khlong Bang Sakae,13.702614371301500,100.47853832836600
481,762.0,2562,คลองบางสะแก,ถนนเทอดไทย  ซอย 33 (วัดบางสะแกใน),28.75,7.07,0.55,0.29,20.67,74.83,19.08,7.8,3.88,0.0,1.1,0.76,442000000000000.0,"Theot Thai Road, Soi 33 (Wat Bang Sakae Nai)",Khlong Bang Sakae,13.702614371301500,100.47853832836600
482,771.0,2562,คลองวัดอนงค์,หน้าวัดอนงค์,28.5,7.24,1.32,0.18,14.0,64.5,26.83,6.36,3.43,0.18,2.08,0.88,2040000000000.0,In front of Wat Anong,Khlong Wat Anong,,
483,781.0,2562,คลองสองต้นนุ่น,หลังโรงงานปรับปรุงคุณภาพน้ำร่มเกล้า,28.58,7.07,2.98,0.0,7.33,49.17,15.92,6.63,2.89,0.17,2.18,0.86,20200000.0,After the factory improved the quality of Romklao water,Khlong Song Ton Nun,13.760603,100.7344794
484,782.0,2562,คลองสองต้นนุ่น,ซ.รามคำแหง 209,28.58,7.09,2.34,0.0,6.0,47.17,14.92,5.69,2.5,0.16,1.98,0.87,12600000.0,Soi Ramkhamhaeng 209,Khlong Song Ton Nun,13.760603,100.7344794
485,791.0,2562,คลองบางลำภูล่าง,วัดเศวตฉัตร  (คลองสาน),28.5,7.29,1.67,0.15,11.58,69.83,17.0,6.31,2.85,0.22,2.12,0.8,2090000000000.0,Wat Sawetchat (Khlong San),Bang Lamphu Lang Canal,13.716940888095700,100.50148340717600
486,801.0,2562,คลองวัดราชา,วัดราชา,29.08,7.06,3.54,0.0,5.5,51.08,20.83,4.77,2.24,0.17,2.49,0.41,465000000.0,Wat Racha,Wat Racha Canal,,
487,811.0,2562,คลองบุปผา,สน.บุปผาราม,29.17,7.1,1.81,0.0,9.0,55.92,21.67,6.21,3.78,0.27,2.28,0.76,8710000000000.0,Buppharam Police Station,Klong Buppa,,
488,821.0,2562,คลองบางผักหนาม,ซอยจรัญฯ  41,29.33,7.06,1.2,0.28,14.67,60.92,11.58,6.58,4.34,0.23,1.73,0.94,205000000000000.0,Soi Charan 41,Khlong Bang Phaknam,,
489,831.0,2562,คลองบางบัวหรุ,ซอยจรัญฯ  45,29.33,7.08,0.28,0.34,16.67,66.25,7.75,7.23,4.12,0.17,1.57,0.78,202000000000000.0,Soi Charan 45,Khlong Bang Bua Ru,,
490,841.0,2562,คลองควาย,ถนนพุทธมณฑลสาย  2,29.08,7.07,2.88,0.0,5.25,48.33,21.67,2.97,1.05,0.21,1.48,0.19,5280000.0,Phutthamonthon Sai 2 Road,Khlong Khwai,14.0797217,100.4901837
491,851.0,2562,คลองบัว,ถนนสวนผัก  46,29.08,7.04,2.93,0.0,5.08,50.42,15.75,3.25,0.88,0.23,1.49,0.33,13100000.0,Suan Phak Road 46,Khlong Bua,13.7890515257673,100.42186466773200
492,861.0,2562,คลองเจ็ก,ถนนสุขาภิบาล 3 ซ.รามคำแห่ง 149,28.58,7.11,2.99,0.0,8.08,49.08,23.33,7.98,4.57,0.12,1.73,1.2,1650000000.0,"Sukhapiban Road 3, Soi Ramkhamhaeng 149",Khlong Chek,13.550997663798600,100.53479559087800
493,871.0,2562,คลองหลอแหล,ถนนสุขาภิบาล 3 ซ.รามคำแห่ง 157/3,28.58,7.21,2.36,0.0,7.92,52.33,13.0,8.59,5.48,0.05,1.68,1.23,27000000000.0,"Sukhapiban Road 3, Soi Ramkhamhaeng 157/3",Khlong Lo Lae,13.7987768395629,100.2454025
494,872.0,2562,คลองหลอแหล,ถนนสุขาภิบาล 3 ซ.รามคำแห่ง 162,28.58,7.21,2.04,0.13,9.0,55.75,12.17,7.67,3.98,0.11,1.68,1.13,14500000000.0,"Sukhapiban Road 3, Soi Ramkhamhaeng 162",Khlong Lo Lae,13.7987768395629,100.2454025
495,873.0,2562,คลองหลอแหล,ถนนสุขาภิบาล ตลาดสด ชีรอ,28.58,7.25,2.02,0.19,9.25,51.33,12.17,7.41,4.31,0.08,1.68,1.25,9470000000.0,"Sukhaphiban Road, Fresh Market, Chiro",Khlong Lo Lae,13.7987768395629,100.2454025
496,881.0,2562,คลองบางชัน,ถนนสุขาภิบาล 3 ตรงข้ามธาราการ์เด้น,28.58,7.27,1.95,0.0,7.17,55.75,14.75,7.65,3.1,0.12,1.67,0.96,1320000000000.0,"Sukhaphiban 3 Road, opposite Thara Garden",Khlong Bang Chan,13.831848789334900,100.69066579583600
497,891.0,2562,คลองลาดบัวขาว,ถนนราษฎร์พัฒนา รร.สุเหร่าลาดบัวขาว,28.5,7.32,3.11,0.0,7.92,53.08,13.08,7.65,3.77,0.14,1.66,1.0,21900000000.0,Rat Phatthana Road Mosura Lat Buakhao School,Khlong Lat Bua Khao,13.769290113548200,100.71454847474100
498,892.0,2562,คลองลาดบัวขาว,วัดลาดบัวขาว,28.5,7.33,2.33,0.05,8.67,56.92,14.0,8.0,3.33,0.13,1.83,1.46,17000000000.0,Wat Lat Bua Khao,Khlong Lat Bua Khao,13.769290113548200,100.71454847474100
499,901.0,2562,คลองลำนายโส,ถนนราษฎร์พัฒนา รร.สุเหร่าลำนายโส,28.5,7.42,3.17,0.0,7.25,46.83,15.92,7.12,3.19,0.09,1.86,1.25,264000000.0,Rat Phatthana Road Lam Nai So Mosque School,Lam Nai So Canal,,
500,902.0,2562,คลองลำนายโส,วัดปากบึง,28.5,7.43,3.38,0.0,7.58,49.17,16.0,7.43,3.86,0.09,1.89,0.88,381000000.0,Pak Bueng Temple,Lam Nai So Canal,,
501,911.0,2562,คลองบึงขวาง,ถนนร่มเกล้า ชุมชนพัฒนาบึงบัว,28.5,7.47,3.52,0.0,7.92,51.17,25.08,5.84,2.41,0.09,1.91,0.9,30600000.0,"Romklao Road, Bueng Bua Phatthana Community",Khlong Bueng Khwang,13.79968503921200,100.75178818872400
502,921.0,2562,คลองทรายกองดิน,ถนนราษฎร์อุทิศ สุเหร่าทรายกองดิน,29.5,7.18,3.03,0.0,5.42,39.5,33.08,6.03,2.51,0.12,1.89,0.78,485000.0,Rat Uthit Road Sai Kong Din Mosque,Khlong Sai Kong Din,13.849568300000000,100.7344607
503,941.0,2562,คลองลำหิน,ถ.คู่คลองสิบ สะพานข้ามคลอง,29.58,7.1,3.0,0.0,4.92,43.67,47.0,4.08,1.56,0.06,1.73,0.32,921000.0,"Khlong Sip Road, bridge over the canal",Khlong Lam Hin,13.848775017863100,100.80777733259300
504,951.0,2562,คลองลำหินฝั่งใต้,ถนนเลียบวารี สะพานคลองลำหินฝั่งใต้,29.58,7.08,2.99,0.0,5.42,40.0,38.42,4.58,2.08,0.1,1.63,0.27,21300000.0,"Along Waree Road, Khlong Lam Hin Bridge, southern side",Khlong Lam Hin Fang Tai,,
505,961.0,2562,คลองสิบเอ็ด,ถนนคลองสิบ คลองสิบเอ็ด ,29.58,7.18,2.96,0.0,4.67,39.25,32.17,3.61,1.36,0.07,1.78,0.23,447000.0,"Khlong Sip Road, Khlong Sip Sip Road ",Khlong Sip Sip,13.9072212,101.1138118
506,971.0,2562,คลองหวังโต,ถนนมิตรไมตรี ชุมชนหนองจอก,29.58,7.17,2.19,0.05,6.25,43.67,26.08,6.51,2.05,0.1,1.78,0.42,4750000.0,"Mitmaitri Road, Nong Chok Community",Wang To Canal,,
507,981.0,2562,คลองบึงแตงโม,ถนนมิตรไมตรี หมู่บ้าน เค.ซี.การ์เด้น,29.58,7.07,3.56,0.0,3.92,47.75,35.58,3.26,1.47,0.05,1.9,0.22,2170000.0,"Mitmaitri Road, K.C. Garden Village",Khlong Bueng Taeng Mo,,
508,991.0,2562,คลองลำต้นกล้วย,ถนนมิตรไมตรี ก่อนถึงสามแยก รพ.หนองจอก,29.58,7.21,2.73,0.0,4.33,43.17,26.08,2.98,0.95,0.04,1.31,0.23,3690000.0,"Mitmaitri Road, before reaching the Nong Chok Hospital intersection.",Banana trunk canal,,
509,1001.0,2562,คลองลำผักชี,ถนนสุวินทวงศ์ สถานีย่อยสุวินทวงศ์ กฟน.,29.0,7.03,2.18,0.0,5.58,46.67,24.92,4.68,1.54,0.22,1.53,0.33,1520000.0,"Suwinthawong Road Suwinthawong Substation, MEA",Lam Phak Chi Canal,13.791692110724500,100.83478652765600
510,1002.0,2562,คลองลำผักชี,ถนนฉลองกรุง หมู่บ้านฉลองกรุงริเวอร์วิว,29.0,7.1,2.2,0.0,5.42,42.33,28.75,4.43,1.63,0.2,1.58,0.4,1330000.0,"Chalong Krung Road, Chalong Krung Riverview Village",Lam Phak Chi Canal,13.791692110724500,100.83478652765600
511,1021.0,2562,คลองลำปลาเน่า,ถนนฉลองกรุง จดกลับรถใต้สะพานข้ามคลอง,29.0,7.1,1.1,0.08,9.08,58.08,13.5,5.35,1.23,0.13,2.23,1.06,203000000.0,"Chalong Krung Road, make a U-turn under the bridge over the canal.",Rotten Lam Pla Canal,,
512,1031.0,2562,คลองส้มป่อย,สะพานพระราม 6 สถานีเฝ้าระวัง,29.08,7.12,3.12,0.01,5.17,47.75,16.17,3.96,1.21,0.14,2.35,0.3,95900000.0,Rama 6 Bridge Surveillance Station,Khlong Sompoi,,
513,1041.0,2562,คลองซุง,ใต้สะพานพระราม 6 ข.ทางรถไฟบางซ่อน,29.08,7.14,2.79,0.13,7.25,49.0,14.75,5.64,2.07,0.09,2.05,0.41,148000000.0,"Under Rama 6 Bridge, Bang Son Railway",Khlong Sung,13.752373501466300,100.67207885311000
514,1051.0,2562,คลองบางซ่อน,ถนนประชาราษฏร์สาย 1 ซอย 34-36,29.08,7.17,1.23,0.35,16.75,65.83,12.33,9.76,5.95,0.06,1.82,1.12,3660000000000.0,"Pracharat Sai 1 Road, Soi 34-36",Khlong Bang Son,13.81453065591980,100.52606951075500
515,1061.0,2562,คลองสาธารณะประโยชน์,ถนนประชาราษฎร์สาย 1 ใกล้ซอย 21,29.08,7.18,1.92,0.12,7.92,61.92,15.33,3.97,2.04,0.13,1.85,0.63,8560000000.0,"Pracharat Sai 1 Road, near Soi 21",Public canal,,
516,1071.0,2562,คลองบึง,หน้าสำนักงานเขตสวนหลวง,28.83,7.05,0.63,0.97,22.08,68.83,14.08,13.16,7.6,0.09,1.92,1.63,12000000000000.0,In front of the Suan Luang District Office,Khlong Bueng,13.7304095315708,100.651451197698
517,1081.0,2562,คลองสองห้อง,ถนนอ่อนนุชใกล้ซอย 61,28.83,6.96,0.0,1.41,34.0,96.92,11.83,19.07,11.65,0.03,2.56,1.74,108000000000000.0,On Nut Road near Soi 61,Khlong Song Hong,13.71107178102940,100.68287369179300
518,1082.0,2562,คลองสองห้อง,ถนนเฉลิมพระเกียรติ ร.9,28.83,7.05,0.3,0.16,11.83,52.42,8.08,9.15,5.28,0.11,1.58,0.97,73100000000000.0,Chaloem Phrakiat Rama 9 Road,Khlong Song Hong,13.71107178102940,100.68287369179300
519,1083.0,2562,คลองสองห้อง,หน้าโรงขยะอ่อนนุข,28.83,7.1,0.13,1.03,31.83,93.25,30.75,20.72,13.2,0.02,2.57,1.65,178000000000000.0,In front of On Nut Garbage Plant,Khlong Song Hong,13.71107178102940,100.68287369179300
520,1091.0,2562,คลองวัดกระทุ่มเสือปลา,ถนนอ่อนนุชซอย 67 วัดกระทุ่มเสือปลา,28.83,7.55,0.36,0.97,17.58,71.08,7.5,12.56,7.52,0.04,2.88,0.89,200000000000000.0,"On Nut Road, Soi 67, Wat Krathum Suea Pla",Khlong Wat Krathum Suea Pla,,
521,1101.0,2562,คลองตะเข้ขบ,ถนนเฉลิมพระเกียรติ ร.9 ซอย 79,28.83,7.42,1.05,0.45,8.42,45.67,6.5,7.15,3.94,0.09,1.23,0.65,47200000000.0,"Chaloem Phrakiat Road, Rama 9, Soi 79",Khlong Takhe Khob,,
522,1102.0,2562,คลองตะเข้ขบ,ถนนลาดกระบัง ใต้ทางด่วน,28.83,7.32,1.43,0.11,8.83,52.33,11.83,9.01,5.57,0.12,2.03,1.19,202000000000.0,"Lat Krabang Road, under the expressway",Khlong Takhe Khob,,
523,1111.0,2562,คลองปลัดเปรียง,ถนนเฉลิมพระเกีตรติ ร.9 มัสยิดซะห์ฯ,29.42,7.08,0.0,0.32,13.92,64.17,11.75,11.76,6.22,0.02,2.13,1.08,5740000000000.0,"Chaloem Phrakiat Rama 9 Road, Sah Mosque",Khlong Palad Priang,,
524,1112.0,2562,คลองปลัดเปรียง,ทางลัดเข้าซอยร่มเย็น,29.42,7.18,0.13,0.29,14.83,64.17,10.42,12.53,8.0,0.01,2.06,1.3,2010000000000000.0,Shortcut to Soi Rom Yen,Khlong Palad Priang,,
525,1121.0,2562,คลองมะขามเทศ,ถนนเฉลิมพระเกียรติ ร.9 ซอย 51,29.42,7.15,0.7,0.1,10.92,56.83,21.58,12.27,5.86,0.02,2.0,1.34,2000000000000000.0,"Chaloem Phrakiat Road, Rama 9, Soi 51",Makhamthet Canal,,
526,1131.0,2562,คลองหนองบอน,ถนนเฉลิมพระเกียรติ ร.9 ซอย 26,29.42,7.24,0.43,0.41,16.92,70.25,13.58,12.28,8.51,0.0,1.9,1.32,2010000000000000.0,"Chaloem Phrakiat Road, Rama 9, Soi 26",Khlong Nong Bon,13.682910705458700,100.65543186643600
527,1141.0,2562,คลองตาช้าง,สถานีสูบน้ำคลองตาช้าง ถนนศรีนครินทร์,29.42,7.33,0.04,0.38,17.75,69.42,10.25,12.35,6.84,0.0,1.89,1.1,2230000000000000.0,Khlong Ta Chang Pumping Station Srinakarin Road,Khlong Ta Chang,14.189959787376300,100.29482412823600
528,1151.0,2562,คลองสาด,ประตุระบายน้ำคลองสาด ถ.ศรีนครินทร์,29.42,7.26,0.0,0.88,17.92,70.17,10.33,11.95,7.4,0.0,1.88,1.34,2130000000000000.0,Khlong Sad drainage gate Srinakarin Rd.,Khlong Sad,13.6788730264174,100.646022211191
529,1161.0,2562,คลองบ้านม้า,ถนนศรีนครินทร์,29.42,7.36,2.38,0.0,10.83,57.25,15.75,10.41,4.87,0.05,1.86,1.33,1040000000000.0,Srinakarin Road,Khlong Ban Ma,14.491138387788400,100.50697547679400
530,1171.0,2562,คลองหัวหมาก,ถนนอ่อนนุข,28.83,7.33,2.97,0.07,14.42,73.33,20.67,10.21,5.93,0.1,2.01,1.17,93300000000000.0,On Nut Road,Khlong Hua Mak,13.733324629659600,100.64207819021300
531,1181.0,2562,คลองตาพุก,ถนนลาดกระบัง ใกล้ซอย 4,29.0,7.08,2.53,0.05,10.83,61.25,22.17,8.16,4.82,0.29,2.78,1.11,1600000000000.0,"Lat Krabang Road, near Soi 4",Khlong Ta Phuk,13.72036715,100.70940855
532,1191.0,2562,คลองบัวลอย,ถนนลาดกระบัง ใกล้ซอย 22,29.0,7.17,0.0,1.56,31.67,98.75,65.58,15.73,9.21,0.03,3.57,1.81,225000000000000.0,"Lat Krabang Road, near Soi 22",Khlong Bua Loi,13.713256154429100,100.73105896897000
533,1201.0,2562,คลองลาดกระบัง,ถนนลาดกระบัง วัดลาดกระบัง,29.0,7.26,2.88,0.0,7.25,51.33,20.58,7.2,2.76,0.12,2.2,1.14,3430000000.0,"Lat Krabang Road, Lat Krabang Temple",Lat Krabang Canal,13.683284806976800,100.73079177418700
534,1211.0,2562,คลองหนองตะกร้า,ถนนลาดกระบัง ใกล้ซอย 40,29.0,7.3,3.11,0.04,9.33,52.83,26.5,7.6,3.21,0.18,2.45,1.42,7550000000.0,"Lat Krabang Road, near Soi 40",Khlong Nong Kratat,,
535,1221.0,2562,คลองหนองคา,หมู่บ้านมณสินี,29.0,7.25,1.08,1.07,20.83,72.83,17.75,10.78,6.51,0.06,2.3,1.38,36400000000.0,Mansini Village,Nong Kha Canal,13.719706633151400,100.76675374653100
536,1231.0,2562,คลองหนองปรือ,สวนถระนคร ,29.0,7.19,0.29,0.61,40.42,103.75,18.83,19.57,12.05,0.07,2.61,1.88,762000000000000.0,Suan Tharanakhon ,Nong Prue Canal,,
537,1241.0,2562,คลองหัวตะเข้,ถนนลาดกระบัง ใกล้ซอย 17,29.0,7.22,1.53,0.08,12.58,60.5,20.75,8.23,4.08,0.12,1.95,0.95,221000000000000.0,"Lat Krabang Road, near Soi 17",Khlong Hua Takhe,13.720467543913600,100.78820753270300
538,1251.0,2562,คลองบึงบัว,ติดถนนเจ้าคุณทหาร,29.0,7.12,2.64,0.0,5.75,52.0,17.17,7.18,3.83,0.25,5.11,0.43,1860000000.0,Next to Chao Khun Thahan Road,Bueng Bua Canal,,
539,1261.0,2562,คลองลำชวดเตย,ตัดถนนฉลองกรุง ใกล้หมู่บ้านวรีย์เฮ้าส์,29.0,7.18,1.06,0.66,18.17,76.58,15.33,12.28,7.64,0.21,4.13,0.88,2060000000000.0,Cutting Chalong Krung Road Near Waree House Village,Lam Chuat Toei Canal,,
540,1271.0,2562,คลองลำกอไผ่,ตัดถนนฉลองกรุง  ,29.0,7.31,2.22,0.01,7.08,48.58,22.75,5.43,2.59,0.24,2.21,0.56,56400000.0,Cutting Chalong Krung Road  ,Khlong Lam Ko Phai,13.77318605967970,100.80258445623900
541,1281.0,2562,คลองบัว,โรงเรียนบ้านคลองบัว ถนนสุขาภิบาล 5,30.0,7.01,0.0,0.84,29.92,83.25,12.83,16.24,10.09,0.02,2.51,1.4,578000000000000.0,"Ban Khlong Bua School, Sukhaphiban 5 Road",Khlong Bua,13.7890515257673,100.42186466773200
542,1291.0,2562,คลองจรเข้,ถ.วัชรพล(ข้างร้านไก่ย่างจักราช ใต้ทางด่วน),30.0,7.05,0.0,1.29,44.25,103.0,52.92,29.03,18.94,0.0,2.82,1.84,2530000000000000.0,"Watcharaphon Rd. (next to Chakrat Grilled Chicken Shop, under the expressway)",Khlong Chorakhe,13.692336780787900,100.82274449356800
543,1301.0,2562,คลองออเงิน,ตัด ถ.สุขาภิบาล 5 สะพานระหว่างซอยสายไหม 58-60,30.0,7.13,2.53,0.3,9.92,56.08,83.33,9.74,6.17,0.07,1.93,1.08,263000000000.0,"Cut Sukhaphiban 5 Road, bridge between Soi Sai Mai 58-60",Khlong Or Ngoen,,
544,1302.0,2562,คลองออเงิน,หมู่บ้านมายด์เพลส,30.0,7.17,1.3,0.18,11.92,55.58,9.33,8.82,6.39,0.09,1.67,0.78,393000000000.0,Mind Place Village,Khlong Or Ngoen,,
545,1303.0,2562,คลองออเงิน,โรงเรียนศิริวัฒน์วิทยา,30.0,7.21,1.92,0.31,14.5,62.08,16.58,9.68,6.41,0.03,1.98,0.95,3190000000.0,Siriwat Wittaya School,Khlong Or Ngoen,,
546,1321.0,2562,คลองสอง,ซ.วัดเกาะ สามแยก รร.ระเบียบวิทยา,30.0,7.27,2.53,0.04,8.75,49.92,33.08,9.72,5.33,0.06,1.51,0.95,310000000.0,"Soi Wat Ko, Sam Yaek, Raababwittaya School",Khlong Song,13.874421087370700,100.58760582847200
547,1331.0,2562,คลองบางอ้อ,ถ.รถไฟสายเก่า คลังน้ำมันบางจาก,29.17,7.12,0.18,0.28,18.5,68.83,15.58,12.63,7.21,0.1,1.58,1.01,233000000000000.0,Old Train Road Bangchak Oil Depot,Khlong Bang O,13.802276934343200,100.51092009560200
548,1341.0,2562,คลองเจ็ก,ถ.รถไฟสายเก่า แฟลตเอื้ออมรสุข,29.17,7.24,0.0,0.48,20.0,67.67,23.0,14.52,8.54,0.05,1.83,1.39,373000000000000.0,Old Train Road Eua Amornsuk Flat,Khlong Chek,13.550997663798600,100.53479559087800
549,1351.0,2562,คลองบ้านหลาย,ถ.อ่อนนุช,29.17,7.29,0.0,0.93,21.0,76.5,9.67,14.6,8.97,0.05,1.82,1.43,375000000000000.0,On Nut Rd.,Khlong Ban Lai,13.707751470957500,100.62207343067200
550,1352.0,2562,คลองบ้านหลาย,ซ.พึ่งมี 50 พึ่งมีแมนชั่น,29.17,7.3,0.0,0.4,22.92,74.33,11.75,15.16,8.45,0.01,1.76,1.45,353000000000000.0,Soi Phuengmee 50 Phuengmee Mansion,Khlong Ban Lai,13.707751470957500,100.62207343067200
551,1361.0,2562,คลองเคล็ด,ถ.อ่อนนุช,29.17,7.34,0.69,1.06,20.67,68.83,14.58,14.37,9.02,0.05,1.88,1.34,325000000000000.0,On Nut Rd.,Klong Kled,,
552,1362.0,2562,คลองเคล็ด,ถ.อุดมสุข ,29.17,7.33,0.51,0.51,17.67,67.42,37.83,10.16,6.63,0.05,1.73,1.39,213000000000000.0,Udomsuk Rd. ,Klong Kled,,
553,1371.0,2562,คลองขวาง,ถ.เจริญกรุง 72,29.0,7.1,0.89,0.06,19.25,71.08,18.33,11.23,7.55,0.14,1.93,1.15,5340000000000000.0,Charoen Krung Road 72,Khlong Khwang,14.025185,100.3280066
554,1381.0,2562,คลองสวนหลวง ,ปตร.สวนหลวง ถ.เจริญกรุง 76,28.92,7.08,1.03,0.06,17.33,67.75,13.0,12.08,6.29,0.19,2.14,1.22,5360000000000000.0,"Suan Luang Police Station, Charoen Krung Road 76",Suan Luang Canal ,13.70162052404950,100.50177396634800
555,1391.0,2562,คลองบางคอแหลม,ถ.พระราม 3 ตรงข้าม ธ.กสิกรไทย,28.92,7.02,1.86,0.2,11.92,69.58,20.75,6.4,2.68,0.31,1.99,0.76,3120000000000000.0,"Rama 3 Rd., opposite Kasikorn Bank",Khlong Bang Kho Laem,13.691777541087800,100.4973771955480
556,1401.0,2562,คลองวัดจันทร์,ถ.พระราม 3 หน้า สนง.เขตบางคอแหลม,28.92,7.07,3.16,0.0,6.83,55.08,34.5,3.09,0.96,0.36,1.99,0.51,2390000000.0,"Rama 3 Road, in front of Bang Kho Laem District Office",Khlong Wat Chan,13.689307418749600,100.50081330990100
557,1411.0,2562,คลองบางโคล่น้อย,ถ.พระราม 3 โฮมโปร,28.92,7.08,2.87,0.21,9.25,60.5,33.67,6.08,2.23,0.38,2.35,0.68,3790000000.0,Rama 3 Rd. HomePro,Khlong Bang Khlo Noi,13.693236442043600,100.50666825663900
558,1412.0,2562,คลองบางโคล่น้อย,ถ.เจริญราษฎร์,28.92,7.11,3.07,0.01,5.92,58.42,26.08,3.73,1.73,0.36,2.09,0.58,10800000000.0,Charoenrat Rd.,Khlong Bang Khlo Noi,13.693236442043600,100.50666825663900
559,1421.0,2562,คลองบางโคล่,ถ.พระราม 3 โรงแรมมณเฑียรริเวอร์ไซด์,28.92,7.17,2.78,0.01,8.5,60.58,24.08,3.59,1.68,0.37,2.31,1.14,966000000000.0,"Rama 3 Road, Montien Riverside Hotel",Khlong Bang Khlo,13.689782998899400,100.50910247586800
